metric_id,metric,formulation_label,metric_definition,iso3c,country_name,first_china_rank1_year,status,source_window,status_label,country_name_plot,year_label,country_label
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,TLS,Timor-Leste,2021,observed_entry,1990-2023 no painel bruto original,Entrada observada,Timor-Leste,2021,Timor-Leste (TLS)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,TON,Tonga,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Tonga,Nunca,Tonga (TON)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,TTO,Trinidad & Tobago,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Trinidad & Tobago,Nunca,Trinidad & Tobago (TTO)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,TUN,Tunisia,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Tunisia,Nunca,Tunisia (TUN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,TUR,Turkey,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Turkey,Nunca,Turkey (TUR)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,TUV,Tuvalu,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Tuvalu,Nunca,Tuvalu (TUV)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,TZA,Tanzania,2011,observed_entry,1990-2023 no painel bruto original,Entrada observada,Tanzania,2011,Tanzania (TZA)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,UGA,Uganda,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Uganda,Nunca,Uganda (UGA)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,UKR,Ukraine,1993,observed_entry,1990-2023 no painel bruto original,Entrada observada,Ukraine,1993,Ukraine (UKR)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,URY,Uruguay,2013,observed_entry,1990-2023 no painel bruto original,Entrada observada,Uruguay,2013,Uruguay (URY)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,USA,United States,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,United States,Nunca,United States (USA)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,UZB,Uzbekistan,2013,observed_entry,1990-2023 no painel bruto original,Entrada observada,Uzbekistan,2013,Uzbekistan (UZB)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,VCT,St. Vincent & Grenadines,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,St. Vincent & Grenadines,Nunca,St. Vincent & Grenadines (VCT)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,VEN,Venezuela,2021,observed_entry,1990-2023 no painel bruto original,Entrada observada,Venezuela,2021,Venezuela (VEN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,VNM,Vietnam,2018,observed_entry,1990-2023 no painel bruto original,Entrada observada,Vietnam,2018,Vietnam (VNM)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,VUT,Vanuatu,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Vanuatu,Nunca,Vanuatu (VUT)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,WSM,Samoa,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Samoa,Nunca,Samoa (WSM)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,YEM,Yemen,1993,observed_entry,1990-2023 no painel bruto original,Entrada observada,Yemen,1993,Yemen (YEM)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,YUG,,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,,Nunca,NA (YUG)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,ZAF,South Africa,2010,observed_entry,1990-2023 no painel bruto original,Entrada observada,South Africa,2010,South Africa (ZAF)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,ZMB,Zambia,2012,observed_entry,1990-2023 no painel bruto original,Entrada observada,Zambia,2012,Zambia (ZMB)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,ZWE,Zimbabwe,2011,observed_entry,1990-2023 no painel bruto original,Entrada observada,Zimbabwe,2011,Zimbabwe (ZWE)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BFA,Burkina Faso,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,Burkina Faso,2005*,Burkina Faso (BFA)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",COG,Congo - Brazzaville,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,Congo - Brazzaville,2005*,Congo - Brazzaville (COG)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",CUB,Cuba,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,Cuba,2005*,Cuba (CUB)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",KOR,South Korea,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,South Korea,2005*,South Korea (KOR)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",MNG,Mongolia,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,Mongolia,2005*,Mongolia (MNG)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",OMN,Oman,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,Oman,2005*,Oman (OMN)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",PHL,Philippines,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,Philippines,2005*,Philippines (PHL)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",PRK,North Korea,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,North Korea,2005*,North Korea (PRK)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",SDN,Sudan,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,Sudan,2005*,Sudan (SDN)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",SLB,Solomon Islands,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,Solomon Islands,2005*,Solomon Islands (SLB)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",YEM,Yemen,2005,left_censored_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Censurado à esquerda em 2005,Yemen,2005*,Yemen (YEM)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",CSK,,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,,Nunca,NA (CSK)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",LIE,Liechtenstein,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Liechtenstein,Nunca,Liechtenstein (LIE)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",MCO,Monaco,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Monaco,Nunca,Monaco (MCO)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",MNE,Montenegro,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Montenegro,Nunca,Montenegro (MNE)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",SSD,South Sudan,2012,missing_2005,2005-2022 na reconstrução ITPD-E com filtro de bens,Primeiro #1 observado com 2005 ausente,South Sudan,2012+,South Sudan (SSD)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",YUG,,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,,Nunca,NA (YUG)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",AFG,Afghanistan,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Afghanistan,Nunca,Afghanistan (AFG)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",ALB,Albania,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Albania,Nunca,Albania (ALB)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",AND,Andorra,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Andorra,Nunca,Andorra (AND)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",ARE,United Arab Emirates,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,United Arab Emirates,Nunca,United Arab Emirates (ARE)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",ARG,Argentina,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Argentina,Nunca,Argentina (ARG)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",ATG,Antigua & Barbuda,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Antigua & Barbuda,Nunca,Antigua & Barbuda (ATG)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",AUT,Austria,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Austria,Nunca,Austria (AUT)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",AZE,Azerbaijan,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Azerbaijan,Nunca,Azerbaijan (AZE)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BDI,Burundi,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Burundi,Nunca,Burundi (BDI)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BEL,Belgium,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Belgium,Nunca,Belgium (BEL)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BGD,Bangladesh,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Bangladesh,Nunca,Bangladesh (BGD)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BGR,Bulgaria,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Bulgaria,Nunca,Bulgaria (BGR)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BHR,Bahrain,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Bahrain,Nunca,Bahrain (BHR)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BHS,Bahamas,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Bahamas,Nunca,Bahamas (BHS)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BIH,Bosnia & Herzegovina,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Bosnia & Herzegovina,Nunca,Bosnia & Herzegovina (BIH)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BLR,Belarus,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Belarus,Nunca,Belarus (BLR)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BLZ,Belize,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Belize,Nunca,Belize (BLZ)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BOL,Bolivia,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Bolivia,Nunca,Bolivia (BOL)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BRB,Barbados,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Barbados,Nunca,Barbados (BRB)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BRN,Brunei,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Brunei,Nunca,Brunei (BRN)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BTN,Bhutan,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Bhutan,Nunca,Bhutan (BTN)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",BWA,Botswana,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Botswana,Nunca,Botswana (BWA)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",CAN,Canada,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Canada,Nunca,Canada (CAN)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",CHE,Switzerland,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Switzerland,Nunca,Switzerland (CHE)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",CIV,Côte d’Ivoire,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Côte d'Ivoire,Nunca,Côte d'Ivoire (CIV)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",COL,Colombia,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Colombia,Nunca,Colombia (COL)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",COM,Comoros,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Comoros,Nunca,Comoros (COM)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",CPV,Cape Verde,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Cape Verde,Nunca,Cape Verde (CPV)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",CRI,Costa Rica,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Costa Rica,Nunca,Costa Rica (CRI)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",CYP,Cyprus,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Cyprus,Nunca,Cyprus (CYP)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",CZE,Czechia,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Czechia,Nunca,Czechia (CZE)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",DEU,Germany,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Germany,Nunca,Germany (DEU)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",DJI,Djibouti,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Djibouti,Nunca,Djibouti (DJI)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",DMA,Dominica,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Dominica,Nunca,Dominica (DMA)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",DNK,Denmark,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Denmark,Nunca,Denmark (DNK)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",DOM,Dominican Republic,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Dominican Republic,Nunca,Dominican Republic (DOM)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",DZA,Algeria,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Algeria,Nunca,Algeria (DZA)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",ECU,Ecuador,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Ecuador,Nunca,Ecuador (ECU)
M2,goods_exports_rank,"M2. Recalculado:
bens, exportações
ITPD-E goods-only","Reconstrução: exportações de bens no ITPD-E, filtrando broad_sector para Agriculture, Mining and Energy, and Manufacturing; janela 2005-2022.",EGY,Egypt,,never_observed,2005-2022 na reconstrução ITPD-E com filtro de bens,Nunca observado #1,Egypt,Nunca,Egypt (EGY)
