iso3c,country_name,entry_year,evidence_year,source_type,source_name,source_country,language,title,publication_date,url,archive_url,raw_file,query_used,accessed_at,rank_label_original,rank_label_english,label_type,explicit_rank_language,mentions_china_rank_change,mentions_displaced_incumbent,displaced_partner_named,excerpt_under_25_words,evidence_strength,notes,metric_in_source,search_window,source_id,publisher_family,entity_in_source,period_in_source,annual_confirmation_source_id,counts_under_metric_rule,metric_rule_reason,reevaluated_from
RUS,Russia,2012,2011,business_news,Business FM,Russia,ru,РФ в 2010 году нарастила импорт из дальнего зарубежья на 36%,2011-01-14,https://www.bfm.ru/news/120007,,data/raw/status_cue_salience/targeted_2026/RUS/2011/rus_bfm_2011_01_14/20260924T020553Z.html,site:bfm.ru 2011 Китай крупнейшим торговым партнером России 11 месяцев 2010,2026-09-24T02:05:53+00:00,крупнейшим торговым партнером России стал Китай,China became Russia largest trading partner,generic_trade_partner,true,,,,крупнейшим торговым партнером России стал Китай,strong,,two_way_trade_goods,2009-2015,rus_bfm_2011_01_14,Business FM,mainland_china,other,rus_km_2011_06_16,yes,January-November 2010 China-first two-way goods cue; Putin quote in KM.ru confirms China first among all Russian trading partners for full 2010. Vedomosti 2011-02-08 is additional context but restricts its rank to non-CIS countries.,
RUS,Russia,2012,2011,newspaper,Vedomosti,Russia,ru,"Китай 59,3 млрд",2011-02-08,https://www.vedomosti.ru/business/news/2011/02/08/vneshnetorgovyj_oborot_rossii_v_2010_godu_vyros_na_tret_fts,,data/raw/status_cue_salience/targeted_2026/RUS/2011/rus_vedomosti_2011_02_08/20260924T020227Z.html,site:vedomosti.ru 2011 февраль Китай крупнейший торговый партнер России 2010,2026-09-24T02:02:27+00:00,"Китай 59,3 млрд",,,,,,,,DO_NOT_COUNT,,two_way_trade_goods,2009-2015,rus_vedomosti_2011_02_08,Vedomosti,mainland_china,annual,,no,"FTS full-calendar 2010 ranking in local paper covers non-CIS countries only; statistical context, not standalone confirmation of the global China-first partner rank, and no explicit first-rank label.",
RUS,Russia,2012,2011,newspaper,KM.ru,Russia,ru,Китай вышел на первое место,2011-06-16,https://ic1.static.km.ru/v-rossii/2011/06/16/biznes-i-predprinimatelstvo-v-mire/putin-nazval-kitai-glavnym-torgovym-partnerom,,data/raw/status_cue_salience/targeted_2026/RUS/2011/rus_km_2011_06_16/20260924T020225Z.html,site:km.ru 2011 Путин Китай обогнал Германию главный торговый партнер,2026-09-24T02:02:25+00:00,КНР обогнала ФРГ и вышла на первое место среди наших торговых партнеров по итогам прошлого года,China overtook Germany to become Russia first trading partner,generic_trade_partner,true,,,,КНР обогнала ФРГ и вышла на первое место среди наших торговых партнеров по итогам прошлого года,strong,,two_way_trade_goods,2009-2015,rus_km_2011_06_16,KM.ru,mainland_china,annual,,yes,Putin explicitly says China overtook Germany in the previous year (2010); newsroom lede mistakenly says full 2011 despite publication in June 2011.,
RUS,Russia,2012,2014,newspaper,Vedomosti,Russia,ru,Китай стал крупнейшим торговым партнером,2014-02-12,https://www.vedomosti.ru/finance/news/2014/02/12/fts-kitaj-stal-krupnejshim-torgovym-partnerom-rossii-v-2013,,data/raw/status_cue_salience/targeted_2026/RUS/2014/rus_vedomosti_2014_02_12/20260924T020228Z.html,site:vedomosti.ru 2014 Китай крупнейшим торговым партнером России 2013,2026-09-24T02:02:28+00:00,Китай стал крупнейшим торговым партнером,China became Russia largest trading partner in 2013,generic_trade_partner,true,,,,Китай стал крупнейшим торговым партнером,strong,,two_way_trade_goods,2009-2015,rus_vedomosti_2014_02_12,Vedomosti,mainland_china,annual,,yes,Clear 2013 full-year China-first two-way status; within 2009-2015 window.,
KAZ,Kazakhstan,2007,2009,official_statistics,Kazakhstan Statistics Agency,Kazakhstan,ru,Россия первая Китай второй,2009,https://stat.gov.kz/upload/iblock/0e3/zob3n4rq862csw2db7qxz6flv3zx4zxb/%D0%9A%D0%B0%D0%B7_%D0%B2_%D1%80%D0%B5%D1%84%D0%BE%D1%80%D0%BC_%D1%80%D1%83%D1%81.pdf,,data/raw/status_cue_salience/targeted_2026/KAZ/2009/kaz_stats_2007_report/20260924T020232Z.pdf,site:stat.gov.kz 2007 Китай Россия торговые партнеры Казахстан,2026-09-24T02:02:32+00:00,Россия первая Китай второй,,,,,,,,DO_NOT_COUNT,,unspecified,2004-2010,kaz_stats_2007_report,Kazstat,mainland_china,annual,,no,2007 report puts Russia ahead of China for imports; imports fall outside this metric enum; publication day/month unknown.,
KAZ,Kazakhstan,2007,2010,official_statistics,Kazakhstan Statistics Agency,Kazakhstan,ru,,2010,https://stat.gov.kz/upload/iblock/f78/yxd2m2makmtaqvxgwrg1218kt28178ks/%D0%A1%D1%82%D0%B0%D1%82%20%D0%BF%D0%BE%D0%BA%D0%B0%D0%B7%D0%B0%D1%82%D0%B5%D0%BB%D0%B8%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80_3%20%D0%BA%D0%B2.pdf,,data/raw/status_cue_salience/targeted_2026/KAZ/2010/kaz_stats_2009_full/20260924T022445Z.pdf,site:stat.gov.kz 2009 Китай Россия Италия торговые партнеры Казахстан,2026-09-24T02:24:46+00:00,Россия 12.44 млрд; Китай 9.46 млрд,,,,,,,,DO_NOT_COUNT,,two_way_trade_goods,2004-2010,kaz_stats_2009_full,Kazstat,mainland_china,annual,,no,"Full 2009 export+import values imply Russia 12.44bn versus China 9.46bn; no China-first label, and ministerial ordering cannot be taken as first rank.",
KAZ,Kazakhstan,2007,2010,national_news_agency,Kazinform,Kazakhstan,ru,,2010-02-08,https://www.inform.kz/ru/franciya-zanimaet-4-mesto-sredi-zarubezhnyh-torgovyh-partnerov-kazahstana-ministr-ekonomiki-i-byudzhetnogo-planirovaniya-rk_a2236081,,data/raw/status_cue_salience/targeted_2026/KAZ/2010/kaz_inform_2010_02_08/20260924T022442Z.html,site:inform.kz 2007 2008 2009 Китай Россия Италия крупнейший торговый партнер Казахстана,2026-09-24T02:24:42+00:00,"после Китая, России и Италии",,,,,,,,DO_NOT_COUNT,,two_way_trade_goods,2004-2010,kaz_inform_2010_02_08,Kazinform,mainland_china,annual,,no,"Minister calls France fourth after China, Russia and Italy for full 2009; the three are not individually ranked, and annual statistics put Russia ahead of China.",
AGO,Angola,2007,2009,corporate_report,Banco BNI Angola,Angola,pt,China principal destino minerais,2009,https://www.bni.ao/media/1348/relatorio-e-contas-31_12_2008.pdf,,data/raw/status_cue_salience/targeted_2026/AGO/2009/ago_bni_2008_report/20260924T020251Z.pdf,site:bni.ao 2008 China principal destino exportações minerais Angola,2026-09-24T02:02:51+00:00,China principal destino minerais,,,,,,,,DO_NOT_COUNT,,goods_exports,2004-2010,ago_bni_2008_report,BNI,mainland_china,annual,,no,"BNI China-first claim is limited to mineral exports, an excluded sector; publication day/month unknown.",
AGO,Angola,2007,2009,official_statistics,Instituto Nacional de Estatística de Angola (third-party mirror),Angola,pt,,2009-06,https://br.doczz.net/doc/198268/untitled---repcomang,,,"""Os principais Parceiros das Exportações angolanas durante o ano de 2008"" China",2026-09-24T02:51:09+00:00,"Os principais Parceiros das Exportações angolanas durante o ano de 2008, foram a China, os Estados Unidos",,export_rank,true,,,,"Os principais Parceiros das Exportações angolanas durante o ano de 2008, foram a China, os Estados Unidos",DO_NOT_COUNT,,goods_exports,2004-2010,ago_ine_2008_annual,INE Angola,mainland_china,annual,,no,"INE Angola annual for 2008, signed Luanda June 2009, ranks China first among total goods-export destinations; exact day not printed in the publication. Capture unavailable/invalid: http_403",
COD,Congo - Kinshasa,2008,2010,official_statistics,Banque Centrale du Congo,Congo - Kinshasa,fr,premier rang la Chine,2010,https://www.bcc.cd/system/files_force/publications/rapport_an_2009.pdf/?download=1,,,site:bcc.cd rapport annuel 2009 Chine premier rang destinations exportations,2026-09-24T02:51:03+00:00,premier rang la Chine,,,,,,,,DO_NOT_COUNT,,goods_exports,2005-2011,cod_bcc_2009_report,BCC,mainland_china,annual,,no,Possible China-first 2009 goods exports; precise report publication date and whole-export context need verification. Capture unavailable/invalid: http_404,
MRT,Mauritania,2006,2006,national_news_agency,Agence Mauritanienne d Information,Mauritania,ar,توقيع ابوروتوكول تعاون بين موريتانيا والصين,2006-10-19,https://www.ami.mr/archives/860,,data/raw/status_cue_salience/targeted_2026/MRT/2006/mrt_ami_2006_10_19/20260924T020304Z.html,site:ami.mr 2006 Chine Mauritanie premier partenaire commercial,2026-09-24T02:03:04+00:00,,,,,,,,,DO_NOT_COUNT,,unspecified,2003-2009,mrt_ami_2006_10_19,AMI,mainland_china,other,,no,Bilateral cooperation article has no explicit China-first trade rank.,
MRT,Mauritania,2006,2007,national_news_agency,Agence Mauritanienne d Information,Mauritania,ar,وزير التجارة والصناعة يستقبل سفير جمهورية الصين الشعبية,2007-08-07,https://www.ami.mr/archives/676,,data/raw/status_cue_salience/targeted_2026/MRT/2007/mrt_ami_2007_08_07/20260924T020308Z.html,site:ami.mr 2007 Chine Mauritanie premier partenaire commercial,2026-09-24T02:03:08+00:00,,,,,,,,,DO_NOT_COUNT,,unspecified,2003-2009,mrt_ami_2007_08_07,AMI,mainland_china,other,,no,Bilateral cooperation article has no explicit China-first trade rank.,
MMR,Myanmar (Burma),2014,2012,newspaper,The Irrawaddy,Myanmar (Burma),en,largest trading partner,2012-04-04,https://www.irrawaddy.com/elections/muted-coverage-of-burmese-vote-shows-chinese-unease.html,,,site:irrawaddy.com 2012 Burma China largest trading partner,2026-09-24T02:51:03+00:00,largest trading partner,China is Burma largest trading partner,generic_trade_partner,true,,,,largest trading partner,DO_NOT_COUNT,,total_trade_unspecified,2011-2017,mmr_irrawaddy_2012_04_04,Irrawaddy,mainland_china,other,,no,Local newsroom labels China Burma largest trading partner in contemporary report. Capture unavailable/invalid: http_403,
MMR,Myanmar (Burma),2014,2012,newspaper,The Irrawaddy,Myanmar (Burma),en,largest trading partner,2012-11-20,https://www.irrawaddy.com/news/burma/generals-at-chinese-arms-fair-before-obama-visit.html,,,site:irrawaddy.com 2012 China Burma biggest trading partner,2026-09-24T02:51:04+00:00,largest trading partner,China is Burma largest trading partner,generic_trade_partner,true,,,,largest trading partner,DO_NOT_COUNT,,total_trade_unspecified,2011-2017,mmr_irrawaddy_2012_11_20,Irrawaddy,mainland_china,other,,no,Second contemporary local mention; same publisher family as first. Capture unavailable/invalid: http_403,
MMR,Myanmar (Burma),2014,2014,local_news,Democratic Voice of Burma,Myanmar (Burma),en,China top trading partner,2014-05-09,https://english.dvb.no/?p=40522,,data/raw/status_cue_salience/targeted_2026/MMR/2014/mmr_dvb_2014_05_09/20260924T020319Z.html,site:english.dvb.no 2014 China Burma top trading partner ministry,2026-09-24T02:03:19+00:00,China still Burma’s top trading partner,China still Burma top trading partner,generic_trade_partner,true,,,,China still Burma’s top trading partner,strong,,two_way_trade_goods,2011-2017,mmr_dvb_2014_05_09,DVB,mainland_china,fiscal_year,,yes,Local broadcaster cites ministry FY2013-14 China-first partner rank.,
MMR,Myanmar (Burma),2014,2014,government_news,China State Council / Xinhua,China,en,Premier’s official visit to Myanmar to promote bilateral friendship: ambassador,2014-11-08,https://english.www.gov.cn/premier/news/2014/11/08/content_281475007266251.htm,,data/raw/status_cue_salience/targeted_2026/MMR/2014/old_evidence_16/20260924T020332Z.html,Myanmar 2014 China largest trading partner official local newspaper,2026-05-20T14:58:23+00:00,largest trade partner and import market,largest trade partner,generic_trade_partner,true,true,false,,China stands as the largest trade partner and import market.,DO_NOT_COUNT,DO_NOT_COUNT: Chinese official/Xinhua source; not local Myanmar newspaper or Myanmar official uptake.,total_trade_unspecified,2011-2017,old_evidence_16,Xinhua,mainland_china,other,,no,Chinese state source cannot establish uptake in Myanmar.,status_cue_source_evidence.csv:16
SLB,Solomon Islands,2003,2005,official_statistics,Central Bank of Solomon Islands,Solomon Islands,en,Central Bank of Solomon Islands,2005-05,https://www.cbsi.com.sb/wp-content/uploads/2016/09/AR-2004.pdf,,,site:cbsi.com.sb 2004 annual report China Solomon Islands exports trade partner,2026-09-24T02:51:08+00:00,China in report,,,,,,,,DO_NOT_COUNT,,goods_exports,2000-2006,slb_cbsi_2004,CBSI,mainland_china,annual,,no,2004 annual report discusses China as global economy; no explicit countrywide China-first rank recovered. Capture unavailable/invalid: http_404,
SLE,Sierra Leone,2012,2013,newspaper,Sierra Leone Telegraph,Sierra Leone,en,China Africa largest trading partner,2013,https://www.thesierraleonetelegraph.com/chinas-trade-with-africa-soars/,,,site:thesierraleonetelegraph.com 2013 China Africa largest trading partner,2026-09-24T02:51:06+00:00,China Africa largest trading partner,,,,,,,,DO_NOT_COUNT,,total_trade_unspecified,2009-2015,sle_telegraph_2013,Sierra Leone Telegraph,unclear,other,,no,"Article says China first for Africa overall, not Sierra Leone; date/URL need verification. Capture unavailable/invalid: http_404",
SLE,Sierra Leone,2012,2015,newspaper,Awoko (Africa Updates copy),Sierra Leone,en,Awoko (Africa Updates copy),2015-10-16,https://www.africaupdates.com/news/sierra-leone-news-new-airport-will-bring-economic-benefits-to-salone-zou-xiaoming-m5908/2015/10/17,,data/raw/status_cue_salience/targeted_2026/SLE/2015/sle_awoko_2015_10_16_reprint/20260924T021145Z.html,"""New Airport Will Bring Economic Benefits To Salone"" Awoko Zou Xiaoming China",2026-09-24T02:11:45+00:00,China is the largest trading partner to Sierra Leone,,,,,,,,DO_NOT_COUNT,,total_trade_unspecified,2009-2015,sle_awoko_2015_10_16_reprint,Awoko,mainland_china,other,,no,Local Awoko interview exists only in third-party copy; status phrase is attributed to Chinese economic counsellor; original publication and independent uptake not directly archived.,
ERI,Eritrea,2014,2015,official_release,Shabait,Eritrea,en,China Eritrea cooperation,2015-11-27,https://shabait.com/2015/11/27/cooperation-versus-isolation-where-does-eritrea-stand-2/,,data/raw/status_cue_salience/targeted_2026/ERI/2015/eri_shabait_2015_11_27/20260924T020324Z.html,site:shabait.com 2015 Eritrea China largest trading partner,2026-09-24T02:03:24+00:00,China Eritrea cooperation,,,,,,,,DO_NOT_COUNT,,unspecified,2011-2017,eri_shabait_2015_11_27,Shabait,mainland_china,other,,no,State press discusses cooperation but no verified China-first country rank.,
TKM,Turkmenistan,2010,2011,official_release,Turkmenistan State News Agency,Turkmenistan,ru,Китай крупнейший внешнеторговый партнер,2011-11-23,https://turkmenistan.gov.tm/index.php/ru/post/16011/turkmenistan--kitaiskaya-narodnaya-respublika%3A-sotrudnichestvo-vo-imya-vseobschego-razvitiya,,data/raw/status_cue_salience/targeted_2026/TKM/2011/tkm_gov_2011_11_23/20260924T020327Z.html,site:turkmenistan.gov.tm 2011 Китай крупнейший внешнеторговый партнер Туркменистана,2026-09-24T02:03:27+00:00,Сегодня Китайская Народная Республика является самым крупным внешнеторговым партнером Туркменистана,China is now Turkmenistan largest foreign-trade partner,generic_trade_partner,true,,,,Сегодня Китайская Народная Республика является самым крупным внешнеторговым партнером Туркменистана,strong,,two_way_trade_goods,2007-2013,tkm_gov_2011_11_23,Turkmen state,mainland_china,other,,yes,Turkmen state news agency explicitly uses current China-first foreign-trade partner language on November 23; the report does not delimit a subannual period.,
TKM,Turkmenistan,2010,2011,official_release,Turkmenistan State News Agency,Turkmenistan,ru,Китай первый девять месяцев,2011-11-24,https://turkmenistan.gov.tm/index.php/ru/post/16015/turkmenistan-kitai%3A-strategicheski-vazhnoe-partnerstvo,,data/raw/status_cue_salience/targeted_2026/TKM/2011/tkm_gov_2011_11_24/20260924T020328Z.html,site:turkmenistan.gov.tm 2011 Китай 2010 четвертое девять месяцев первое торговых партнеров,2026-09-24T02:03:28+00:00,Китай первый девять месяцев,,,,,,,,DO_NOT_COUNT,,two_way_trade_goods,2007-2013,tkm_gov_2011_11_24,Turkmen state,mainland_china,other,,no,"2010 China fourth; January-September 2011 first, without annual confirmation.",
TKM,Turkmenistan,2010,2012,official_release,Turkmenistan State News Agency,Turkmenistan,en,China largest foreign trade partner,2012-06-07,https://turkmenistan.gov.tm/index.php/en/post/904/the-talks-between-the-president-of-turkmenistan-and-the-chairman-of-people%E2%80%99s-republic-of-china-in-beijing,,data/raw/status_cue_salience/targeted_2026/TKM/2012/tkm_gov_2012_06_07/20260924T020330Z.html,site:turkmenistan.gov.tm 2012 China largest trading partner Turkmenistan president,2026-09-24T02:03:30+00:00,At present China ranks the first in the total volume of the foreign trade turnover of Turkmenistan,China ranks first in Turkmenistan total foreign trade,generic_trade_partner,true,,,,At present China ranks the first in the total volume of the foreign trade turnover of Turkmenistan,strong,,two_way_trade_goods,2007-2013,tkm_gov_2012_06_07,Turkmen state,mainland_china,other,,yes,Official current first trading-partner statement not tied explicitly to subannual data.,
TKM,Turkmenistan,2010,2013,official_release,Turkmenistan State News Agency,Turkmenistan,ru,Китай крупнейший торговый партнер,2013-09-03,https://turkmenistan.gov.tm/ru/post/20374/turkmenistan-i-knr-obyavili-ob-ustanovlenii-otnoshenii-strategicheskogo-partnerstva,,data/raw/status_cue_salience/targeted_2026/TKM/2013/tkm_gov_2013_09_03/20260924T020332Z.html,site:turkmenistan.gov.tm 2013 Китай крупнейший торговый партнер 2012 Туркменистан,2026-09-24T02:03:32+00:00,Китай крупнейший торговый партнер,,,,,,,,DO_NOT_COUNT,,two_way_trade_goods,2007-2013,tkm_gov_2013_09_03,Turkmen state,mainland_china,annual,,no,The available article gives 2012 bilateral trade but no countrywide China-first rank.,
